,gender,international,gpa,gmat,work_exp,admission,major_0,major_1,major_2,race_-1,race_0,race_1,race_2,race_3,race_4,work_industry_0,work_industry_1,work_industry_2,work_industry_3,work_industry_4,work_industry_5,work_industry_6,work_industry_7,work_industry_8,work_industry_9,work_industry_10,work_industry_11,work_industry_12,work_industry_13
528,1,1,0.8355437665782494,0.8717948717948718,0.4444444444444444,0,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
529,1,0,0.8620689655172413,0.8461538461538461,0.3333333333333333,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
530,1,0,0.8753315649867374,1.0,0.5555555555555556,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
531,1,0,0.7957559681697612,0.7307692307692307,0.4444444444444444,0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
532,0,0,0.9283819628647215,0.8717948717948718,0.6666666666666666,1,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
533,1,0,0.8541114058355438,0.8974358974358975,0.4444444444444444,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
534,1,0,0.8514588859416445,0.7307692307692307,0.4444444444444444,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
535,0,0,0.7771883289124669,0.7564102564102564,0.4444444444444444,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
536,1,0,0.8673740053050398,0.9487179487179487,0.5555555555555556,0,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
537,1,0,0.883289124668435,0.7948717948717948,0.5555555555555556,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
538,0,1,0.8567639257294429,0.8717948717948718,0.4444444444444444,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
539,1,0,0.8647214854111406,0.782051282051282,0.5555555555555556,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
540,0,1,0.8063660477453581,0.7948717948717948,0.6666666666666666,1,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
541,1,0,0.8779840848806366,0.7435897435897436,0.6666666666666666,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
542,1,1,0.8408488063660478,0.7564102564102564,0.7777777777777778,0,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
543,1,0,0.8779840848806366,0.8717948717948718,0.6666666666666666,0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
544,1,1,0.8116710875331565,0.8205128205128205,0.4444444444444444,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
545,1,0,0.8196286472148541,0.7307692307692307,0.5555555555555556,0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
546,0,1,0.8912466843501325,0.8846153846153846,0.5555555555555556,1,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
547,0,0,0.9071618037135278,0.8846153846153846,0.7777777777777778,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
548,1,0,0.8594164456233422,0.8205128205128205,0.5555555555555556,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
549,1,0,0.843501326259947,0.7692307692307693,0.4444444444444444,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
550,1,0,0.8355437665782494,0.7307692307692307,0.4444444444444444,0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
551,1,0,0.9045092838196287,0.8461538461538461,0.4444444444444444,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
552,0,0,0.76657824933687,0.7564102564102564,0.6666666666666666,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
553,1,0,0.8938992042440319,0.8846153846153846,0.4444444444444444,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
554,1,0,0.8567639257294429,0.8076923076923077,0.4444444444444444,0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
555,1,1,0.8726790450928382,0.8589743589743589,0.4444444444444444,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
556,1,1,0.8063660477453581,0.7435897435897436,0.4444444444444444,0,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
557,0,1,0.8408488063660478,0.8076923076923077,0.6666666666666666,1,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
558,1,0,0.896551724137931,0.9230769230769231,0.7777777777777778,0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
559,1,0,0.8567639257294429,0.7307692307692307,0.4444444444444444,0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
560,1,0,0.9177718832891246,0.8461538461538461,0.6666666666666666,1,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
561,1,0,0.8992042440318303,0.8333333333333334,0.5555555555555556,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
562,1,0,0.8806366047745358,0.9230769230769231,0.4444444444444444,1,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
563,1,0,0.8859416445623342,0.8589743589743589,0.4444444444444444,0,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
564,1,0,0.883289124668435,0.8717948717948718,0.4444444444444444,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
565,1,0,0.8885941644562334,0.8461538461538461,0.3333333333333333,1,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
566,1,1,0.8885941644562334,0.8846153846153846,0.5555555555555556,1,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
567,0,0,0.7984084880636604,0.7307692307692307,0.5555555555555556,0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
568,0,0,0.8010610079575596,0.8461538461538461,0.4444444444444444,0,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
569,1,0,0.9071618037135278,1.0,0.3333333333333333,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
570,1,0,0.7984084880636604,0.8205128205128205,0.5555555555555556,0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
571,1,0,0.9204244031830239,0.8717948717948718,0.3333333333333333,0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
572,1,1,0.8063660477453581,0.7948717948717948,0.4444444444444444,0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
573,0,0,0.883289124668435,0.8974358974358975,0.4444444444444444,1,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
574,1,0,0.9124668435013262,0.8461538461538461,0.6666666666666666,1,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
575,0,1,0.8461538461538461,0.8974358974358975,0.5555555555555556,1,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
576,1,0,0.8143236074270557,0.7307692307692307,0.6666666666666666,0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
577,1,1,0.8726790450928382,0.8076923076923077,0.5555555555555556,0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
578,1,0,0.8673740053050398,0.7564102564102564,0.7777777777777778,0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
579,1,1,0.9098143236074271,0.9230769230769231,0.5555555555555556,0,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
580,1,0,0.8355437665782494,0.7948717948717948,0.6666666666666666,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
581,1,1,0.8116710875331565,0.8333333333333334,0.5555555555555556,0,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
582,0,1,0.8594164456233422,0.8461538461538461,0.5555555555555556,1,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
583,1,1,0.8063660477453581,0.782051282051282,0.7777777777777778,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
584,0,0,0.8779840848806366,0.9230769230769231,0.7777777777777778,1,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
585,0,0,0.8620689655172413,0.8076923076923077,0.6666666666666666,0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
586,1,0,0.7931034482758621,0.8076923076923077,0.5555555555555556,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
587,0,1,0.7957559681697612,0.8076923076923077,0.3333333333333333,1,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
588,1,0,0.9018567639257294,0.8461538461538461,0.5555555555555556,0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
589,0,0,0.8408488063660478,0.7435897435897436,0.6666666666666666,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
590,0,0,0.9787798408488063,1.0,0.6666666666666666,1,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
591,1,0,0.7400530503978779,0.7692307692307693,0.5555555555555556,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
592,0,0,0.7612732095490716,0.7307692307692307,0.5555555555555556,0,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
593,1,0,0.8196286472148541,0.8205128205128205,0.5555555555555556,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
594,1,0,0.8381962864721486,0.8333333333333334,0.7777777777777778,0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
595,0,0,0.8541114058355438,0.8461538461538461,0.5555555555555556,1,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
596,0,0,0.8992042440318303,0.8333333333333334,0.5555555555555556,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
597,1,1,0.9177718832891246,0.8717948717948718,0.5555555555555556,0,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
598,1,0,0.8488063660477454,0.8589743589743589,0.5555555555555556,0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
599,1,0,0.7639257294429708,0.7307692307692307,0.5555555555555556,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
600,1,0,0.9310344827586207,0.8974358974358975,0.4444444444444444,0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
601,1,0,0.8620689655172413,0.8205128205128205,0.5555555555555556,0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
602,0,0,0.9018567639257294,1.0,0.5555555555555556,1,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
603,1,0,0.8488063660477454,0.8589743589743589,0.4444444444444444,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
604,1,0,0.7824933687002653,0.7307692307692307,0.6666666666666666,0,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
605,1,1,0.883289124668435,0.9102564102564102,0.7777777777777778,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
606,0,1,0.8143236074270557,0.8205128205128205,0.6666666666666666,1,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
607,1,1,0.8275862068965517,0.9230769230769231,0.4444444444444444,0,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
608,1,0,0.843501326259947,0.7307692307692307,0.5555555555555556,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
609,1,0,0.8249336870026525,0.782051282051282,0.6666666666666666,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
610,1,0,0.8249336870026525,0.7307692307692307,0.5555555555555556,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
611,1,0,0.7931034482758621,0.7435897435897436,0.3333333333333333,0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
612,1,1,0.896551724137931,0.9487179487179487,0.6666666666666666,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
613,0,0,0.8169761273209549,0.7692307692307693,0.5555555555555556,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
614,1,0,0.9151193633952255,0.8333333333333334,0.4444444444444444,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
615,1,0,0.9310344827586207,0.9615384615384616,0.6666666666666666,0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
616,1,1,0.8726790450928382,0.8846153846153846,0.4444444444444444,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
617,1,0,0.9018567639257294,0.8974358974358975,0.5555555555555556,0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
618,1,1,0.8912466843501325,0.8846153846153846,0.3333333333333333,0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
619,1,1,0.9151193633952255,0.8333333333333334,0.5555555555555556,0,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
620,1,0,0.923076923076923,1.0,0.6666666666666666,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
621,0,1,0.8328912466843502,0.7564102564102564,0.5555555555555556,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
622,1,1,0.8859416445623342,0.8461538461538461,0.5555555555555556,1,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
623,0,0,0.9098143236074271,0.8076923076923077,0.4444444444444444,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
624,1,0,0.8328912466843502,0.9230769230769231,0.6666666666666666,0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
625,1,1,0.8461538461538461,0.8589743589743589,0.5555555555555556,0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
626,1,1,0.7957559681697612,0.7948717948717948,0.5555555555555556,0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
627,1,0,0.8594164456233422,0.8205128205128205,0.4444444444444444,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
628,0,1,0.8275862068965517,0.8846153846153846,0.6666666666666666,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
629,1,0,0.8938992042440319,0.8717948717948718,0.4444444444444444,0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
630,1,0,0.8992042440318303,0.8846153846153846,0.6666666666666666,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
631,1,0,0.8806366047745358,0.782051282051282,0.6666666666666666,0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
632,1,1,0.883289124668435,0.8846153846153846,0.3333333333333333,1,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
633,1,1,0.8726790450928382,0.7948717948717948,0.4444444444444444,0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
634,0,1,0.8567639257294429,0.8205128205128205,0.4444444444444444,1,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
635,1,1,0.8275862068965517,0.8076923076923077,0.5555555555555556,0,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
636,1,1,0.8594164456233422,0.782051282051282,0.6666666666666666,0,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
637,0,0,0.8938992042440319,0.8589743589743589,0.4444444444444444,1,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
638,0,0,0.8408488063660478,0.7307692307692307,0.6666666666666666,1,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
639,1,0,0.8275862068965517,0.8717948717948718,0.6666666666666666,0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
640,1,1,0.8514588859416445,0.8461538461538461,0.5555555555555556,1,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
641,1,0,0.7957559681697612,0.7692307692307693,0.5555555555555556,0,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
642,1,0,0.8143236074270557,0.7692307692307693,0.6666666666666666,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
643,0,1,0.8567639257294429,0.8333333333333334,0.4444444444444444,1,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
644,1,0,0.8461538461538461,0.8717948717948718,0.5555555555555556,0,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
645,1,1,0.8806366047745358,0.9102564102564102,0.5555555555555556,1,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
646,0,1,0.8249336870026525,0.8333333333333334,0.4444444444444444,1,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
647,1,0,0.870026525198939,0.7564102564102564,0.7777777777777778,0,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
648,1,0,0.9045092838196287,0.9102564102564102,0.6666666666666666,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
649,1,1,0.896551724137931,0.8076923076923077,0.5555555555555556,0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
650,1,0,0.8647214854111406,0.782051282051282,0.5555555555555556,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
651,1,0,0.9681697612732095,0.9102564102564102,0.6666666666666666,1,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
652,1,0,0.8673740053050398,0.8333333333333334,0.4444444444444444,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
653,1,0,0.9071618037135278,0.8846153846153846,0.5555555555555556,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
654,1,0,0.9098143236074271,0.9487179487179487,0.4444444444444444,0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
655,1,0,0.8541114058355438,0.8846153846153846,0.3333333333333333,1,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
656,0,0,0.8037135278514588,0.7307692307692307,0.7777777777777778,0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
657,0,1,0.8647214854111406,0.8974358974358975,0.3333333333333333,1,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
658,1,0,0.8514588859416445,0.8205128205128205,0.6666666666666666,0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
659,1,0,0.8647214854111406,0.9487179487179487,0.6666666666666666,1,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
660,0,0,0.8938992042440319,0.8333333333333334,0.4444444444444444,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
661,1,0,0.8912466843501325,0.8076923076923077,0.6666666666666666,0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
662,1,0,0.8859416445623342,0.8717948717948718,0.5555555555555556,1,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
663,0,0,0.9496021220159151,1.0,0.5555555555555556,1,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
664,1,0,0.8753315649867374,0.7692307692307693,0.6666666666666666,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
665,1,0,0.8222811671087533,0.7307692307692307,0.4444444444444444,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
666,1,1,0.8355437665782494,0.8205128205128205,0.6666666666666666,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
667,1,0,0.8753315649867374,0.8717948717948718,0.6666666666666666,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
668,1,1,0.9257294429708224,0.8717948717948718,0.4444444444444444,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
669,1,1,0.8355437665782494,0.782051282051282,0.5555555555555556,0,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
670,1,1,0.8647214854111406,0.8333333333333334,0.4444444444444444,0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
671,1,1,0.7851458885941645,0.7564102564102564,0.5555555555555556,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
672,1,1,0.896551724137931,0.8333333333333334,0.6666666666666666,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
673,1,0,0.8806366047745358,0.8333333333333334,0.5555555555555556,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
674,1,1,0.8461538461538461,0.8333333333333334,0.4444444444444444,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
675,1,0,0.8673740053050398,0.7948717948717948,0.6666666666666666,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
676,1,1,0.8753315649867374,0.8076923076923077,0.4444444444444444,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
677,1,0,0.8090185676392573,0.8076923076923077,0.5555555555555556,0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
678,1,0,0.9283819628647215,0.8846153846153846,0.6666666666666666,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
679,1,0,0.9442970822281167,0.8589743589743589,0.6666666666666666,0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
680,0,0,0.870026525198939,0.8333333333333334,0.6666666666666666,1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
681,0,0,0.8488063660477454,0.8076923076923077,0.6666666666666666,0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
682,0,0,0.8594164456233422,0.8076923076923077,0.3333333333333333,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
683,1,0,0.8885941644562334,0.9230769230769231,0.4444444444444444,0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
684,1,0,0.8488063660477454,0.8076923076923077,0.5555555555555556,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
685,1,0,0.8010610079575596,0.8205128205128205,0.4444444444444444,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
686,0,0,0.9310344827586207,0.8846153846153846,0.4444444444444444,1,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
687,1,0,0.8620689655172413,0.8333333333333334,0.6666666666666666,0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
688,1,0,0.8196286472148541,0.8717948717948718,0.7777777777777778,0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
689,1,0,0.9018567639257294,0.8974358974358975,0.4444444444444444,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
690,1,1,0.7771883289124669,0.7307692307692307,0.5555555555555556,0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
691,1,0,0.8673740053050398,0.8974358974358975,0.6666666666666666,0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
692,1,0,0.8647214854111406,0.8846153846153846,0.4444444444444444,1,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
693,1,1,0.8992042440318303,0.8205128205128205,0.6666666666666666,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
694,1,1,0.9124668435013262,0.8974358974358975,0.3333333333333333,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
695,1,0,0.8647214854111406,0.9102564102564102,0.6666666666666666,1,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
696,1,1,0.8726790450928382,0.7564102564102564,0.5555555555555556,0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
697,1,1,0.8461538461538461,0.8076923076923077,0.5555555555555556,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
698,1,0,0.843501326259947,0.8717948717948718,0.4444444444444444,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
